Ano;Cidade;Codigo_IBGE;Tipo_Dado;PIB_Total;VA_Agropecuaria;VA_Governo;VA_Industria;VA_Servicos
2018;Pará de Minas;3147105;Real;2901042000.0;73674000.0;391040000.0;697735000.0;1342857000.0
2019;Pará de Minas;3147105;Real;3122895000.0;92811000.0;400710000.0;788228000.0;1420009000.0
2020;Pará de Minas;3147105;Real;3382741000.0;115062000.0;431378000.0;814427000.0;1543080000.0
2021;Pará de Minas;3147105;Real;4024574000.0;128982000.0;463939000.0;1134017000.0;1660638000.0
2022;Pará de Minas;3147105;Real;4578581000.0;;;;
2023;Pará de Minas;3147105;Real;5161430000.0;;;;
2024;Pará de Minas;3147105;Projetado;5677573000.0;;;;
2025;Pará de Minas;3147105;Projetado;6245330300.000001;;;;
