Ano;Cidade;Codigo_IBGE;Tipo_Dado;PIB_Total;VA_Agropecuaria;VA_Governo;VA_Industria;VA_Servicos
2018;Nova Serrana;3145208;Real;2371525000.0;8553000.0;416446000.0;821916000.0;873736000.0
2019;Nova Serrana;3145208;Real;2569839000.0;9141000.0;427833000.0;881492000.0;984338000.0
2020;Nova Serrana;3145208;Real;2398608000.0;11670000.0;465066000.0;699825000.0;985474000.0
2021;Nova Serrana;3145208;Real;2634272000.0;16002000.0;527911000.0;739959000.0;1075886000.0
2022;Nova Serrana;3145208;Real;3307359000.0;;;;
2023;Nova Serrana;3145208;Real;3936358000.0;;;;
2024;Nova Serrana;3145208;Projetado;4329993800.0;;;;
2025;Nova Serrana;3145208;Projetado;4762993180.0;;;;
