Ano;Cidade;Codigo_IBGE;Tipo_Dado;PIB_Total;VA_Agropecuaria;VA_Governo;VA_Industria;VA_Servicos
2018;Cláudio;3116605;Real;706680000.0;28199000.0;118195000.0;168144000.0;295650000.0
2019;Cláudio;3116605;Real;782478000.0;30482000.0;121999000.0;191887000.0;327624000.0
2020;Cláudio;3116605;Real;809632000.0;46377000.0;124973000.0;202831000.0;322850000.0
2021;Cláudio;3116605;Real;1117593000.0;63594000.0;142789000.0;344831000.0;397074000.0
2022;Cláudio;3116605;Real;1275084000.0;;;;
2023;Cláudio;3116605;Real;1426310000.0;;;;
2024;Cláudio;3116605;Projetado;1568941000.0000002;;;;
2025;Cláudio;3116605;Projetado;1725835100.0000005;;;;
