Nome_Cidade_API;Data_Ref;year;Tipo_Operacao;Codigo_SH4;Pais_Parceiro;Valor_USD;Peso_KG
Pará de Minas - MG;01/03/2022;2022;export;Leite e nata, não concentrados nem adicionados de açúcar ou de outros edulcorantes;Estados Unidos;3111;2050
Pará de Minas - MG;01/10/2022;2022;export;Matérias minerais não especificadas nem compreendidas em outras posições;Argentina;2468;25650
Pará de Minas - MG;01/03/2022;2022;export;Partes e acessórios dos veículos automóveis das posições 8701 a 8705;Paraguai;2439;1189
Pará de Minas - MG;01/02/2022;2022;export;Matérias minerais não especificadas nem compreendidas em outras posições;Argentina;2048;25650
Pará de Minas - MG;01/12/2022;2022;export;"Reboques e semi-reboques para quaisquer veículos; outros veículos não autopropulsores; suas partes";Paraguai;1820;836
Pará de Minas - MG;01/09/2022;2022;export;Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009;Estados Unidos;1153;1020
Pará de Minas - MG;01/10/2022;2022;export;"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006";Peru;1111;33
Pará de Minas - MG;01/07/2022;2022;export;"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006";Peru;1052;30
Pará de Minas - MG;01/12/2022;2022;export;Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009;Estados Unidos;720;480
Pará de Minas - MG;01/03/2022;2022;export;Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009;Estados Unidos;717;864
Pará de Minas - MG;01/05/2022;2022;export;Leitelho, leite e nata coalhados, iogurte, kefir e outros leites e natas fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de frutas ou de cacau;Estados Unidos;662;518
Pará de Minas - MG;01/06/2022;2022;export;"Reboques e semi-reboques para quaisquer veículos; outros veículos não autopropulsores; suas partes";Paraguai;600;307
Pará de Minas - MG;01/08/2022;2022;export;"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006";Peru;555;33
Pará de Minas - MG;01/08/2022;2022;export;"Máquinas de costura, exceto para costurar cadernos, da posição 8440; móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura";Peru;555;0
Pará de Minas - MG;01/11/2022;2022;export;"Fitas, exceto os artefactos da posição 5807; fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)";Estados Unidos;430;6
Pará de Minas - MG;01/06/2022;2022;export;Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos sintéticos com menos de 67 decitex;Estados Unidos;406;14
Pará de Minas - MG;01/02/2022;2022;export;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537;Paraguai;341;3
Pará de Minas - MG;01/10/2022;2022;export;Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha;Portugal;299;0
Pará de Minas - MG;01/10/2022;2022;export;"Fitas, exceto os artefactos da posição 5807; fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)";Portugal;260;0
Pará de Minas - MG;01/10/2022;2022;export;"Outros acessórios confeccionados de vestuário; partes de vestuário ou dos seus acessórios, exceto da posição 6212";Portugal;180;0
Pará de Minas - MG;01/06/2022;2022;export;Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha;Estados Unidos;174;36
Pará de Minas - MG;01/11/2022;2022;export;"Outros acessórios confeccionados de vestuário; partes de vestuário ou dos seus acessórios, exceto da posição 6212";Estados Unidos;170;0
Pará de Minas - MG;01/02/2022;2022;export;"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr";Paraguai;160;6
Pará de Minas - MG;01/06/2022;2022;export;"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006";Estados Unidos;145;4
Pará de Minas - MG;01/11/2022;2022;export;Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha;Estados Unidos;130;0
Pará de Minas - MG;01/06/2022;2022;export;"Máquinas de costura, exceto para costurar cadernos, da posição 8440; móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura";Estados Unidos;116;0
Pará de Minas - MG;01/11/2022;2022;export;Linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionadas para venda a retalho;Estados Unidos;110;1
Pará de Minas - MG;01/11/2022;2022;export;Outro vestuário de malha;Estados Unidos;110;0
Pará de Minas - MG;01/10/2022;2022;export;Outro vestuário de malha;Portugal;90;0
Pará de Minas - MG;01/01/2022;2022;export;"Fitas, exceto os artefactos da posição 5807; fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)";Reino Unido;67;0
Pará de Minas - MG;01/06/2022;2022;export;"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefactos semelhantes, de metais comuns, para vestuário, calçado, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares ou";Estados Unidos;58;0
Pará de Minas - MG;01/10/2022;2022;export;Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados para venda a retalho, incluídos os monofilamentos sintéticos com menos de 67 decitex;Portugal;50;5
Pará de Minas - MG;01/10/2022;2022;export;Outros tecidos de malha;Portugal;50;1
Pará de Minas - MG;01/11/2022;2022;export;"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefactos semelhantes, de metais comuns, para vestuário, calçado, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares ou";Estados Unidos;50;0
Pará de Minas - MG;01/10/2022;2022;export;"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefactos semelhantes, de metais comuns, para vestuário, calçado, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares ou";Portugal;50;0
Pará de Minas - MG;01/10/2022;2022;export;"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006";Portugal;40;4
Pará de Minas - MG;01/10/2022;2022;export;Tecidos de malha de largura superior a 30 cm, contendo, em peso, 5 % ou mais de fios de elastómeros ou de fios de borracha, exceto da posição 6001;Portugal;40;3
Pará de Minas - MG;01/01/2022;2022;export;Tecidos de malha de largura superior a 30 cm, contendo, em peso, 5 % ou mais de fios de elastómeros ou de fios de borracha, exceto da posição 6001;Reino Unido;39;2
